Origin,Destination,FlightDate,Total Dollars,Total Points,IsDomesticRoute
JFK,ABQ,11/30/17 20:00,300.96,0,1
JFK,ABQ,11/30/17 20:00,300.96,24305.6,1
JFK,ABQ,12/1/17 20:00,300.96,0,1
JFK,ABQ,12/1/17 20:00,300.96,24305.6,1
JFK,ABQ,12/3/17 20:00,226.07,0,1
JFK,ABQ,12/3/17 20:00,226.07,14805.6,1
JFK,ABQ,12/4/17 20:00,226.07,0,1
JFK,ABQ,12/4/17 20:00,226.07,14805.6,1
JFK,ABQ,12/7/17 20:00,150.35,0,1
JFK,ABQ,12/7/17 20:00,150.35,8505.6,1
JFK,ABQ,12/8/17 20:00,150.35,0,1
JFK,ABQ,12/8/17 20:00,150.35,8505.6,1
JFK,ABQ,12/10/17 20:00,172.58,0,1
JFK,ABQ,12/10/17 20:00,172.58,10005.6,1
JFK,ABQ,12/11/17 20:00,172.58,0,1
JFK,ABQ,12/11/17 20:00,172.58,10005.6,1
JFK,ABQ,12/14/17 20:00,258.18,0,1
JFK,ABQ,12/14/17 20:00,258.18,18705.6,1
JFK,ABQ,12/15/17 20:00,186.99,0,1
JFK,ABQ,12/15/17 20:00,186.99,11005.6,1
JFK,ABQ,12/16/17 20:00,163.46,0,1
JFK,ABQ,12/16/17 20:00,163.46,9405.6,1
JFK,ABQ,12/17/17 20:00,457.64,0,1
JFK,ABQ,12/17/17 20:00,457.64,42305.6,1
JFK,ABQ,12/18/17 20:00,516.48,0,1
JFK,ABQ,12/18/17 20:00,516.48,48105.6,1
JFK,ABQ,12/19/17 20:00,457.64,0,1
JFK,ABQ,12/19/17 20:00,457.64,42305.6,1
JFK,ABQ,12/20/17 20:00,516.48,0,1
JFK,ABQ,12/20/17 20:00,516.48,48105.6,1
JFK,ABQ,12/21/17 20:00,516.48,0,1
JFK,ABQ,12/21/17 20:00,516.48,48105.6,1
JFK,ABQ,12/22/17 20:00,723.2,0,1
JFK,ABQ,12/22/17 20:00,723.2,72205.6,1
JFK,ABQ,12/23/17 20:00,723.2,0,1
JFK,ABQ,12/23/17 20:00,723.2,72205.6,1
JFK,ABQ,12/24/17 20:00,457.64,0,1
JFK,ABQ,12/24/17 20:00,457.64,42305.6,1
JFK,ABQ,12/25/17 20:00,457.64,0,1
JFK,ABQ,12/25/17 20:00,457.64,42305.6,1
JFK,ABQ,12/26/17 20:00,477.16,0,1
JFK,ABQ,12/26/17 20:00,477.16,44205.6,1
JFK,ABQ,12/27/17 20:00,387.05,0,1
JFK,ABQ,12/27/17 20:00,387.05,35305.6,1
JFK,ABQ,12/28/17 20:00,328.2,0,1
JFK,ABQ,12/28/17 20:00,328.2,26705.6,1
JFK,ABQ,12/29/17 20:00,387.05,0,1
JFK,ABQ,12/29/17 20:00,387.05,35305.6,1
JFK,ABQ,12/30/17 20:00,328.2,0,1
JFK,ABQ,12/30/17 20:00,328.2,26705.6,1
JFK,ABQ,12/31/17 20:00,186.99,0,1
JFK,ABQ,12/31/17 20:00,186.99,11005.6,1
JFK,ABQ,1/1/18 20:00,292.63,0,1
JFK,ABQ,1/1/18 20:00,292.63,21505.6,1
JFK,ABQ,1/2/18 20:00,292.63,0,1
JFK,ABQ,1/2/18 20:00,292.63,21505.6,1
JFK,ABQ,1/3/18 20:00,224.96,0,1
JFK,ABQ,1/3/18 20:00,224.96,13705.6,1
JFK,ABQ,1/4/18 19:58,151.19,0,1
JFK,ABQ,1/4/18 19:58,151.19,8605.6,1
JFK,ABQ,1/5/18 19:58,172.58,0,1
JFK,ABQ,1/5/18 19:58,172.58,10005.6,1
JFK,ABQ,1/7/18 19:58,151.19,0,1
JFK,ABQ,1/7/18 19:58,151.19,8605.6,1
JFK,ABQ,1/8/18 19:58,119.11,0,1
JFK,ABQ,1/8/18 19:58,119.11,6305.6,1
JFK,ABQ,1/11/18 19:58,172.58,0,1
JFK,ABQ,1/11/18 19:58,172.58,10005.6,1
JFK,ABQ,1/12/18 19:58,186.99,0,1
JFK,ABQ,1/12/18 19:58,186.99,11005.6,1
JFK,ABQ,1/14/18 19:58,119.11,0,1
JFK,ABQ,1/14/18 19:58,119.11,6305.6,1
JFK,ABQ,1/15/18 19:58,119.11,0,1
JFK,ABQ,1/15/18 19:58,119.11,6305.6,1
JFK,ABQ,1/18/18 19:58,87,0,1
JFK,ABQ,1/18/18 19:58,87,4105.6,1
JFK,ABQ,1/19/18 19:58,87,0,1
JFK,ABQ,1/19/18 19:58,87,4105.6,1
JFK,ABQ,1/21/18 19:58,87,0,1
JFK,ABQ,1/21/18 19:58,87,4105.6,1
JFK,ABQ,1/22/18 19:58,103.05,0,1
JFK,ABQ,1/22/18 19:58,103.05,5205.6,1
JFK,ABQ,1/25/18 19:58,87,0,1
JFK,ABQ,1/25/18 19:58,87,4105.6,1
JFK,ABQ,1/26/18 19:58,87,0,1
JFK,ABQ,1/26/18 19:58,87,4105.6,1
JFK,ABQ,1/28/18 19:58,87,0,1
JFK,ABQ,1/28/18 19:58,87,4105.6,1
JFK,ABQ,1/29/18 19:58,87,0,1
JFK,ABQ,1/29/18 19:58,87,4105.6,1
JFK,ABQ,2/1/18 19:58,87,0,1
JFK,ABQ,2/1/18 19:58,87,4105.6,1
JFK,ABQ,2/2/18 19:58,87,0,1
JFK,ABQ,2/2/18 19:58,87,4105.6,1
JFK,ABQ,2/4/18 19:58,87,0,1
JFK,ABQ,2/4/18 19:58,87,4105.6,1
JFK,ABQ,2/5/18 19:58,103.05,0,1
JFK,ABQ,2/5/18 19:58,103.05,5205.6,1
JFK,ABQ,2/8/18 19:58,103.05,0,1
JFK,ABQ,2/8/18 19:58,103.05,5205.6,1
JFK,ABQ,2/9/18 19:58,103.05,0,1
JFK,ABQ,2/9/18 19:58,103.05,5205.6,1
JFK,ABQ,2/11/18 19:58,87,0,1
JFK,ABQ,2/11/18 19:58,87,4105.6,1
JFK,ABQ,2/12/18 19:58,103.05,0,1
JFK,ABQ,2/12/18 19:58,103.05,5205.6,1
JFK,ABQ,2/15/18 19:50,258.18,0,1
JFK,ABQ,2/15/18 19:50,258.18,18705.6,1
JFK,ABQ,2/16/18 19:50,285.73,0,1
JFK,ABQ,2/16/18 19:50,285.73,21005.6,1
JFK,ABQ,2/17/18 19:50,186.99,0,1
JFK,ABQ,2/17/18 19:50,186.99,11005.6,1
JFK,ABQ,2/18/18 19:50,119.11,0,1
JFK,ABQ,2/18/18 19:50,119.11,6305.6,1
JFK,ABQ,2/19/18 19:50,135.14,0,1
JFK,ABQ,2/19/18 19:50,135.14,7405.6,1
JFK,ABQ,2/20/18 19:50,87,0,1
JFK,ABQ,2/20/18 19:50,87,4105.6,1
JFK,ABQ,2/21/18 19:50,87,0,1
JFK,ABQ,2/21/18 19:50,87,4105.6,1
JFK,ABQ,2/22/18 19:50,87,0,1
JFK,ABQ,2/22/18 19:50,87,4105.6,1
JFK,ABQ,2/23/18 19:50,87,0,1
JFK,ABQ,2/23/18 19:50,87,4105.6,1
JFK,ABQ,2/24/18 19:50,87,0,1
JFK,ABQ,2/24/18 19:50,87,4105.6,1
JFK,ABQ,2/25/18 19:50,87,0,1
JFK,ABQ,2/25/18 19:50,87,4105.6,1
JFK,ABQ,2/26/18 19:50,87,0,1
JFK,ABQ,2/26/18 19:50,87,4105.6,1
JFK,ABQ,3/1/18 19:50,103.05,0,1
JFK,ABQ,3/1/18 19:50,103.05,5205.6,1
JFK,ABQ,3/2/18 19:50,87,0,1
JFK,ABQ,3/2/18 19:50,87,4105.6,1
JFK,ABQ,3/4/18 19:50,87,0,1
JFK,ABQ,3/4/18 19:50,87,4105.6,1
JFK,ABQ,3/5/18 19:50,119.11,0,1
JFK,ABQ,3/5/18 19:50,119.11,6305.6,1
JFK,ABQ,3/8/18 19:50,199.33,0,1
JFK,ABQ,3/8/18 19:50,199.33,11905.6,1
JFK,ABQ,3/9/18 19:50,119.11,0,1
JFK,ABQ,3/9/18 19:50,119.11,6305.6,1
JFK,ABQ,3/10/18 19:44,103.05,0,1
JFK,ABQ,3/10/18 19:44,103.05,5205.6,1
JFK,ABQ,3/11/18 19:50,103.05,0,1
JFK,ABQ,3/11/18 19:50,103.05,5205.6,1
JFK,ABQ,3/12/18 19:50,87,0,1
JFK,ABQ,3/12/18 19:50,87,4105.6,1
JFK,ABQ,3/13/18 19:50,87,0,1
JFK,ABQ,3/13/18 19:50,87,4105.6,1
JFK,ABQ,3/14/18 19:50,103.05,0,1
JFK,ABQ,3/14/18 19:50,103.05,5205.6,1
JFK,ABQ,3/15/18 19:50,103.05,0,1
JFK,ABQ,3/15/18 19:50,103.05,5205.6,1
JFK,ABQ,3/16/18 19:50,119.11,0,1
JFK,ABQ,3/16/18 19:50,119.11,6305.6,1
JFK,ABQ,3/17/18 19:50,87,0,1
JFK,ABQ,3/17/18 19:50,87,4105.6,1
JFK,ABQ,3/18/18 19:50,103.05,0,1
JFK,ABQ,3/18/18 19:50,103.05,5205.6,1
JFK,ABQ,3/19/18 19:50,87,0,1
JFK,ABQ,3/19/18 19:50,87,4105.6,1
JFK,ABQ,3/20/18 19:50,87,0,1
JFK,ABQ,3/20/18 19:50,87,4105.6,1
JFK,ABQ,3/21/18 19:50,87,0,1
JFK,ABQ,3/21/18 19:50,87,4105.6,1
JFK,ABQ,3/22/18 19:50,119.11,0,1
JFK,ABQ,3/22/18 19:50,119.11,6305.6,1
JFK,ABQ,3/23/18 19:50,119.11,0,1
JFK,ABQ,3/23/18 19:50,119.11,6305.6,1
JFK,ABQ,3/24/18 19:50,172.58,0,1
JFK,ABQ,3/24/18 19:50,172.58,10005.6,1
JFK,ABQ,3/25/18 19:50,119.11,0,1
JFK,ABQ,3/25/18 19:50,119.11,6305.6,1
JFK,ABQ,3/26/18 19:50,135.14,0,1
JFK,ABQ,3/26/18 19:50,135.14,7405.6,1
JFK,ABQ,3/27/18 19:50,87,0,1
JFK,ABQ,3/27/18 19:50,87,4105.6,1
JFK,ABQ,3/28/18 19:50,258.18,0,1
JFK,ABQ,3/28/18 19:50,258.18,18705.6,1
JFK,ABQ,3/30/18 19:50,249.79,0,1
JFK,ABQ,3/30/18 19:50,249.79,16605.6,1
JFK,ABQ,3/31/18 19:50,189.88,0,1
JFK,ABQ,3/31/18 19:50,189.88,11205.6,1
BOS,ACK,11/30/17 12:15,297.16,0,1
BOS,ACK,12/1/17 14:30,372.05,0,1
BOS,ACK,12/2/17 18:00,211.58,0,1
BOS,ACK,12/3/17 12:50,158.09,0,1
BOS,ACK,12/4/17 14:25,158.09,0,1
BOS,ACK,12/5/17 15:00,158.09,0,1
BOS,ACK,12/6/17 19:10,190.19,0,1
BOS,ACK,12/7/17 14:05,190.19,0,1
BOS,ACK,12/8/17 13:15,211.58,0,1
BOS,ACK,12/9/17 13:10,190.19,0,1
BOS,ACK,12/10/17 11:15,158.09,0,1
BOS,ACK,12/11/17 7:55,158.09,0,1
BOS,ACK,12/12/17 7:55,190.19,0,1
BOS,ACK,12/13/17 10:25,190.19,0,1
BOS,ACK,12/14/17 8:35,211.58,0,1
BOS,ACK,12/15/17 13:15,190.19,0,1
BOS,ACK,12/16/17 13:10,190.19,0,1
BOS,ACK,12/17/17 12:50,158.09,0,1
BOS,ACK,12/18/17 7:55,179.49,0,1
BOS,ACK,12/19/17 11:55,179.49,0,1
BOS,ACK,12/20/17 7:55,190.19,0,1
BOS,ACK,12/21/17 12:15,222.28,0,1
BOS,ACK,12/22/17 18:45,211.58,0,1
BOS,ACK,12/23/17 14:50,190.19,0,1
BOS,ACK,12/24/17 15:40,158.09,0,1
BOS,ACK,12/25/17 7:55,179.49,0,1
BOS,ACK,12/26/17 9:25,190.19,0,1
BOS,ACK,12/27/17 16:25,211.58,0,1
BOS,ACK,12/28/17 10:25,211.58,0,1
BOS,ACK,12/29/17 10:25,179.49,0,1
BOS,ACK,12/30/17 15:52,179.49,0,1
BOS,ACK,12/31/17 15:40,158.09,0,1
BOS,ACK,1/1/18 9:45,190.19,0,1
BOS,ACK,1/2/18 9:25,190.19,0,1
BOS,ACK,1/3/18 14:25,190.19,0,1
BOS,ACK,1/4/18 15:25,190.19,0,1
BOS,ACK,1/5/18 10:25,190.19,0,1
BOS,ACK,1/6/18 18:00,190.19,0,1
BOS,ACK,1/7/18 8:32,190.19,0,1
BOS,ACK,1/8/18 9:45,190.19,0,1
BOS,ACK,1/9/18 13:15,190.19,0,1
BOS,ACK,1/10/18 12:00,190.19,0,1
BOS,ACK,1/11/18 12:15,190.19,0,1
BOS,ACK,1/12/18 10:25,190.19,0,1
BOS,ACK,1/13/18 10:25,190.19,0,1
BOS,ACK,1/14/18 8:55,190.19,0,1
BOS,ACK,1/15/18 14:25,190.19,0,1
BOS,ACK,1/16/18 13:15,190.19,0,1
BOS,ACK,1/17/18 12:00,190.19,0,1
BOS,ACK,1/18/18 15:25,190.19,0,1
BOS,ACK,1/19/18 13:15,190.19,0,1
BOS,ACK,1/20/18 8:05,190.19,0,1
BOS,ACK,1/21/18 12:50,190.19,0,1
BOS,ACK,1/22/18 9:45,190.19,0,1
BOS,ACK,1/23/18 11:55,190.19,0,1
BOS,ACK,1/24/18 14:25,190.19,0,1
BOS,ACK,1/25/18 12:15,190.19,0,1
BOS,ACK,1/26/18 8:25,190.19,0,1
BOS,ACK,1/27/18 10:50,190.19,0,1
BOS,ACK,1/28/18 18:30,190.19,0,1
BOS,ACK,1/29/18 9:45,190.19,0,1
BOS,ACK,1/30/18 11:55,190.19,0,1
BOS,ACK,1/31/18 7:55,190.19,0,1
BOS,ACK,2/1/18 18:30,179.49,0,1
BOS,ACK,2/2/18 16:25,179.49,0,1
BOS,ACK,2/3/18 18:00,179.49,0,1
BOS,ACK,2/4/18 12:55,179.49,0,1
BOS,ACK,2/5/18 11:40,179.49,0,1
BOS,ACK,2/6/18 7:55,179.49,0,1
BOS,ACK,2/7/18 10:25,179.49,0,1
BOS,ACK,2/8/18 16:25,179.49,0,1
BOS,ACK,2/9/18 8:25,179.49,0,1
BOS,ACK,2/10/18 8:05,179.49,0,1
BOS,ACK,2/11/18 15:40,179.49,0,1
BOS,ACK,2/12/18 7:55,179.49,0,1
BOS,ACK,2/13/18 11:55,179.49,0,1
BOS,ACK,2/14/18 10:25,179.49,0,1
BOS,ACK,2/15/18 14:05,179.49,0,1
BOS,ACK,2/16/18 13:15,179.49,0,1
BOS,ACK,2/17/18 8:05,179.49,0,1
BOS,ACK,2/18/18 12:55,179.49,0,1
BOS,ACK,2/19/18 14:25,179.49,0,1
BOS,ACK,2/20/18 13:15,179.49,0,1
BOS,ACK,2/21/18 14:25,179.49,0,1
BOS,ACK,2/22/18 16:25,179.49,0,1
BOS,ACK,2/23/18 8:25,179.49,0,1
BOS,ACK,2/24/18 8:05,179.49,0,1
BOS,ACK,2/25/18 15:40,179.49,0,1
BOS,ACK,2/26/18 9:45,179.49,0,1
BOS,ACK,2/27/18 9:25,179.49,0,1
BOS,ACK,2/28/18 12:00,179.49,0,1
BOS,ACK,3/1/18 12:15,179.49,0,1
BOS,ACK,3/2/18 8:25,179.49,0,1
BOS,ACK,3/3/18 8:05,179.49,0,1
BOS,ACK,3/4/18 12:55,179.49,0,1
BOS,ACK,3/5/18 7:55,179.49,0,1
BOS,ACK,3/6/18 11:55,179.49,0,1
BOS,ACK,3/7/18 14:25,179.49,0,1
BOS,ACK,3/8/18 18:30,179.49,0,1
BOS,ACK,3/9/18 8:25,179.49,0,1
BOS,ACK,3/10/18 10:50,179.49,0,1
BOS,ACK,3/11/18 12:55,179.49,0,1
BOS,ACK,3/12/18 9:45,179.49,0,1
BOS,ACK,3/13/18 13:15,179.49,0,1
BOS,ACK,3/14/18 10:25,179.49,0,1
BOS,ACK,3/15/18 8:35,179.49,0,1
BOS,ACK,3/16/18 14:30,179.49,0,1
BOS,ACK,3/17/18 10:50,179.49,0,1
BOS,ACK,3/18/18 15:40,179.49,0,1
BOS,ACK,3/19/18 14:25,179.49,0,1
BOS,ACK,3/20/18 9:25,179.49,0,1
BOS,ACK,3/21/18 13:34,179.49,0,1
BOS,ACK,3/22/18 16:25,179.49,0,1
BOS,ACK,3/23/18 16:25,179.49,0,1
BOS,ACK,3/24/18 14:50,179.49,0,1
BOS,ACK,3/25/18 12:55,179.49,0,1
BOS,ACK,3/26/18 14:25,179.49,0,1
BOS,ACK,3/27/18 9:25,179.49,0,1
BOS,ACK,3/28/18 16:25,179.49,0,1
BOS,ACK,3/29/18 18:30,179.49,0,1
BOS,ACK,3/30/18 8:25,179.49,0,1
BOS,ACK,3/31/18 8:05,179.49,0,1
MCO,ALB,11/30/17 11:38,288.35,0,1
MCO,ALB,11/30/17 11:38,288.35,19505.6,1
FLL,ALB,11/30/17 13:09,104.35,0,1
FLL,ALB,11/30/17 13:09,104.35,5305.6,1
MCO,ALB,12/1/17 11:38,288.35,0,1
MCO,ALB,12/1/17 11:38,288.35,19505.6,1
FLL,ALB,12/1/17 13:09,104.35,0,1
FLL,ALB,12/1/17 13:09,104.35,5305.6,1
MCO,ALB,12/2/17 11:38,256.26,0,1
MCO,ALB,12/2/17 11:38,256.26,15805.6,1
FLL,ALB,12/2/17 13:09,104.35,0,1
FLL,ALB,12/2/17 13:09,104.35,5305.6,1
MCO,ALB,12/3/17 11:38,256.26,0,1
MCO,ALB,12/3/17 11:38,256.26,15805.6,1
FLL,ALB,12/3/17 13:09,251.75,0,1
FLL,ALB,12/3/17 13:09,251.75,15505.6,1
MCO,ALB,12/4/17 11:38,256.26,0,1
MCO,ALB,12/4/17 11:38,256.26,15805.6,1
FLL,ALB,12/4/17 13:09,113.98,0,1
FLL,ALB,12/4/17 13:09,113.98,6005.6,1
MCO,ALB,12/5/17 11:38,256.26,0,1
MCO,ALB,12/5/17 11:38,256.26,15805.6,1
FLL,ALB,12/5/17 13:09,104.35,0,1
FLL,ALB,12/5/17 13:09,104.35,5305.6,1
MCO,ALB,12/6/17 11:38,107.56,0,1
MCO,ALB,12/6/17 11:38,107.56,5505.6,1
FLL,ALB,12/6/17 13:09,104.35,0,1
FLL,ALB,12/6/17 13:09,104.35,5305.6,1
MCO,ALB,12/7/17 11:38,118.26,0,1
MCO,ALB,12/7/17 11:38,118.26,6305.6,1
FLL,ALB,12/7/17 13:09,104.35,0,1
FLL,ALB,12/7/17 13:09,104.35,5305.6,1
MCO,ALB,12/8/17 11:38,118.26,0,1
MCO,ALB,12/8/17 11:38,118.26,6305.6,1
FLL,ALB,12/8/17 13:09,104.35,0,1
FLL,ALB,12/8/17 13:09,104.35,5305.6,1
MCO,ALB,12/9/17 11:38,155.7,0,1
MCO,ALB,12/9/17 11:38,155.7,8905.6,1
FLL,ALB,12/9/17 13:09,104.35,0,1
FLL,ALB,12/9/17 13:09,104.35,5305.6,1
MCO,ALB,12/10/17 11:38,224.17,0,1
MCO,ALB,12/10/17 11:38,224.17,13605.6,1
FLL,ALB,12/10/17 13:09,187.56,0,1
FLL,ALB,12/10/17 13:09,187.56,11105.6,1
MCO,ALB,12/11/17 11:38,192.07,0,1
MCO,ALB,12/11/17 11:38,192.07,11405.6,1
FLL,ALB,12/11/17 13:09,187.56,0,1
FLL,ALB,12/11/17 13:09,187.56,11105.6,1
MCO,ALB,12/12/17 11:38,107.56,0,1
MCO,ALB,12/12/17 11:38,107.56,5505.6,1
FLL,ALB,12/12/17 13:09,104.35,0,1
FLL,ALB,12/12/17 13:09,104.35,5305.6,1
MCO,ALB,12/13/17 11:38,107.56,0,1
MCO,ALB,12/13/17 11:38,107.56,5505.6,1
FLL,ALB,12/13/17 13:09,104.35,0,1
FLL,ALB,12/13/17 13:09,104.35,5305.6,1
MCO,ALB,12/14/17 11:34,118.26,0,1
MCO,ALB,12/14/17 11:34,118.26,6305.6,1
FLL,ALB,12/14/17 13:30,104.35,0,1
FLL,ALB,12/14/17 13:30,104.35,5305.6,1
MCO,ALB,12/15/17 11:34,243.73,0,1
MCO,ALB,12/15/17 11:34,243.73,15005.6,1
FLL,ALB,12/15/17 13:30,122.54,0,1
FLL,ALB,12/15/17 13:30,122.54,6605.6,1
MCO,ALB,12/16/17 11:34,102.21,0,1
MCO,ALB,12/16/17 11:34,102.21,5205.6,1
FLL,ALB,12/16/17 13:30,96.85,0,1
FLL,ALB,12/16/17 13:30,96.85,4805.6,1
MCO,ALB,12/17/17 11:34,208.44,0,1
MCO,ALB,12/17/17 11:34,208.44,12505.6,1
FLL,ALB,12/17/17 13:30,166.18,0,1
FLL,ALB,12/17/17 13:30,166.18,9605.6,1
MCO,ALB,12/18/17 11:34,149.28,0,1
MCO,ALB,12/18/17 11:34,149.28,8405.6,1
FLL,ALB,12/18/17 13:30,274.07,0,1
FLL,ALB,12/18/17 13:30,274.07,17105.6,1
MCO,ALB,12/19/17 11:34,170.68,0,1
MCO,ALB,12/19/17 11:34,170.68,9905.6,1
FLL,ALB,12/19/17 13:30,122.54,0,1
FLL,ALB,12/19/17 13:30,122.54,6605.6,1
MCO,ALB,12/20/17 11:34,170.68,0,1
MCO,ALB,12/20/17 11:34,170.68,9905.6,1
FLL,ALB,12/20/17 13:30,238.78,0,1
FLL,ALB,12/20/17 13:30,238.78,14605.6,1
MCO,ALB,12/21/17 11:34,243.73,0,1
MCO,ALB,12/21/17 11:34,243.73,15005.6,1
FLL,ALB,12/21/17 13:30,274.07,0,1
FLL,ALB,12/21/17 13:30,274.07,17105.6,1
MCO,ALB,12/22/17 11:34,290.44,0,1
MCO,ALB,12/22/17 11:34,290.44,18205.6,1
FLL,ALB,12/22/17 13:30,285.24,0,1
FLL,ALB,12/22/17 13:30,285.24,17805.6,1
MCO,ALB,12/23/17 11:34,290.44,0,1
MCO,ALB,12/23/17 11:34,290.44,18205.6,1
FLL,ALB,12/23/17 13:30,285.24,0,1
FLL,ALB,12/23/17 13:30,285.24,17805.6,1
MCO,ALB,12/24/17 11:34,127.89,0,1
MCO,ALB,12/24/17 11:34,127.89,6905.6,1
FLL,ALB,12/24/17 13:30,166.18,0,1
FLL,ALB,12/24/17 13:30,166.18,9605.6,1
MCO,ALB,12/25/17 11:34,102.21,0,1
MCO,ALB,12/25/17 11:34,102.21,5205.6,1
FLL,ALB,12/25/17 13:30,144.77,0,1
FLL,ALB,12/25/17 13:30,144.77,8105.6,1
MCO,ALB,12/26/17 11:34,216.63,0,1
MCO,ALB,12/26/17 11:34,216.63,13105.6,1
FLL,ALB,12/26/17 13:30,285.24,0,1
FLL,ALB,12/26/17 13:30,285.24,17805.6,1
MCO,ALB,12/27/17 11:34,208.44,0,1
MCO,ALB,12/27/17 11:34,208.44,12505.6,1
FLL,ALB,12/27/17 13:30,368.21,0,1
FLL,ALB,12/27/17 13:30,368.21,27705.6,1
MCO,ALB,12/28/17 11:34,243.73,0,1
MCO,ALB,12/28/17 11:34,243.73,15005.6,1
FLL,ALB,12/28/17 13:30,274.07,0,1
FLL,ALB,12/28/17 13:30,274.07,17105.6,1
MCO,ALB,12/29/17 11:34,279.05,0,1
MCO,ALB,12/29/17 11:34,279.05,17405.6,1
FLL,ALB,12/29/17 13:30,309.37,0,1
FLL,ALB,12/29/17 13:30,309.37,21105.6,1
MCO,ALB,12/30/17 11:34,372.01,0,1
MCO,ALB,12/30/17 11:34,372.01,28005.6,1
FLL,ALB,12/30/17 13:30,427.05,0,1
FLL,ALB,12/30/17 13:30,427.05,35505.6,1
MCO,ALB,12/31/17 11:34,372.01,0,1
MCO,ALB,12/31/17 11:34,372.01,28005.6,1
FLL,ALB,12/31/17 13:30,274.07,0,1
FLL,ALB,12/31/17 13:30,274.07,17105.6,1
MCO,ALB,1/1/18 11:34,387.63,0,1
MCO,ALB,1/1/18 11:34,387.63,29205.6,1
FLL,ALB,1/1/18 13:30,383.66,0,1
FLL,ALB,1/1/18 13:30,383.66,28905.6,1
MCO,ALB,1/2/18 11:34,290.44,0,1
MCO,ALB,1/2/18 11:34,290.44,18205.6,1
FLL,ALB,1/2/18 13:30,506.68,0,1
FLL,ALB,1/2/18 13:30,506.68,47105.6,1
MCO,ALB,1/3/18 11:34,170.68,0,1
MCO,ALB,1/3/18 11:34,170.68,9905.6,1
FLL,ALB,1/3/18 13:30,285.24,0,1
FLL,ALB,1/3/18 13:30,285.24,17805.6,1
MCO,ALB,1/4/18 12:02,102.21,0,1
MCO,ALB,1/4/18 12:02,102.21,5205.6,1
FLL,ALB,1/4/18 12:55,337.33,0,1
FLL,ALB,1/4/18 12:55,337.33,25205.6,1
MCO,ALB,1/5/18 12:02,102.21,0,1
MCO,ALB,1/5/18 12:02,102.21,5205.6,1
FLL,ALB,1/5/18 12:55,166.18,0,1
FLL,ALB,1/5/18 12:55,166.18,9605.6,1
MCO,ALB,1/6/18 12:02,102.21,0,1
MCO,ALB,1/6/18 12:02,102.21,5205.6,1
FLL,ALB,1/6/18 12:55,200.63,0,1
FLL,ALB,1/6/18 12:55,200.63,12005.6,1
MCO,ALB,1/7/18 12:02,149.28,0,1
MCO,ALB,1/7/18 12:02,149.28,8405.6,1
FLL,ALB,1/7/18 12:55,251.75,0,1
FLL,ALB,1/7/18 12:55,251.75,15505.6,1
MCO,ALB,1/8/18 12:02,127.89,0,1
MCO,ALB,1/8/18 12:02,127.89,6905.6,1
FLL,ALB,1/8/18 12:55,251.75,0,1
FLL,ALB,1/8/18 12:55,251.75,15505.6,1
MCO,ALB,1/9/18 12:02,102.21,0,1
MCO,ALB,1/9/18 12:02,102.21,5205.6,1
FLL,ALB,1/9/18 12:55,152.49,0,1
FLL,ALB,1/9/18 12:55,152.49,8605.6,1
MCO,ALB,1/10/18 12:02,102.21,0,1
MCO,ALB,1/10/18 12:02,102.21,5205.6,1
FLL,ALB,1/10/18 12:55,96.85,0,1
FLL,ALB,1/10/18 12:55,96.85,4805.6,1
MCO,ALB,1/11/18 12:02,170.68,0,1
MCO,ALB,1/11/18 12:02,170.68,9905.6,1
FLL,ALB,1/11/18 12:55,118.26,0,1
FLL,ALB,1/11/18 12:55,118.26,6305.6,1
MCO,ALB,1/12/18 12:02,112.91,0,1
MCO,ALB,1/12/18 12:02,112.91,5905.6,1
FLL,ALB,1/12/18 12:55,203.48,0,1
FLL,ALB,1/12/18 12:55,203.48,12205.6,1
MCO,ALB,1/13/18 12:02,200.26,0,1
MCO,ALB,1/13/18 12:02,200.26,11905.6,1
FLL,ALB,1/13/18 12:55,200.63,0,1
FLL,ALB,1/13/18 12:55,200.63,12005.6,1
MCO,ALB,1/14/18 12:02,267.64,0,1
MCO,ALB,1/14/18 12:02,267.64,16605.6,1
FLL,ALB,1/14/18 12:55,262.9,0,1
FLL,ALB,1/14/18 12:55,262.9,16305.6,1
MCO,ALB,1/15/18 12:02,314.35,0,1
MCO,ALB,1/15/18 12:02,314.35,21405.6,1
FLL,ALB,1/15/18 12:55,238.78,0,1
FLL,ALB,1/15/18 12:55,238.78,14605.6,1
MCO,ALB,1/16/18 12:02,107.56,0,1
MCO,ALB,1/16/18 12:02,107.56,5505.6,1
FLL,ALB,1/16/18 12:55,152.49,0,1
FLL,ALB,1/16/18 12:55,152.49,8605.6,1
MCO,ALB,1/17/18 12:02,118.26,0,1
MCO,ALB,1/17/18 12:02,118.26,6305.6,1
FLL,ALB,1/17/18 12:55,133.24,0,1
FLL,ALB,1/17/18 12:55,133.24,7305.6,1
MCO,ALB,1/18/18 12:02,107.56,0,1
MCO,ALB,1/18/18 12:02,107.56,5505.6,1
FLL,ALB,1/18/18 12:55,112.68,0,1
FLL,ALB,1/18/18 12:55,112.68,5905.6,1
MCO,ALB,1/19/18 12:02,112.91,0,1
MCO,ALB,1/19/18 12:02,112.91,5905.6,1
FLL,ALB,1/19/18 12:55,112.68,0,1
FLL,ALB,1/19/18 12:55,112.68,5905.6,1
MCO,ALB,1/20/18 12:02,170.68,0,1
